iter	Passed	Remaining
2593	75471	215474
2594	75500	215446
2595	75535	215432
2596	75565	215406
2597	75596	215384
2598	75626	215356
2599	75655	215326
2600	75685	215301
2601	75714	215269
2602	75745	215247
2603	75773	215214
2604	75803	215187
2605	75835	215168
2606	75863	215135
2607	75892	215106
2608	75921	215077
2609	75949	215045
2610	75982	215025
2611	76011	214998
2612	76040	214967
2613	76071	214943
2614	76098	214910
2615	76127	214879
2616	76157	214854
2617	76187	214825
2618	76215	214793
2619	76245	214768
2620	76276	214745
2621	76308	214724
2622	76338	214696
2623	76369	214672
2624	76399	214645
2625	76427	214614
2626	76458	214590
2627	76487	214560
2628	76517	214534
2629	76544	214498
2630	76575	214475
2631	76604	214446
2632	76632	214415
2633	76660	214382
2634	76690	214354
2635	76719	214325
2636	76749	214300
2637	76778	214270
2638	76807	214240
2639	76839	214218
2640	76875	214208
2641	76904	214179
2642	76933	214151
2643	76971	214146
2644	77013	214153
2645	77053	214153
2646	77088	214141
2647	77120	214119
2648	77150	214093
2649	77178	214061
2650	77208	214033
2651	77238	214008
2652	77267	213977
2653	77296	213947
2654	77325	213920
2655	77355	213891
2656	77385	213866
2657	77418	213846
2658	77447	213817
2659	77476	213788
2660	77507	213763
2661	77536	213734
2662	77565	213704
2663	77594	213677
2664	77622	213643
2665	77652	213618
2666	77682	213590
2667	77713	213565
2668	77742	213537
2669	77771	213507
2670	77802	213483
2671	77833	213460
2672	77864	213434
2673	77894	213410
2674	77923	213379
2675	77952	213350
2676	77980	213316
2677	78007	213282
2678	78039	213261
2679	78070	213236
2680	78097	213203
2681	78128	213178
2682	78160	213156
2683	78189	213128
2684	78218	213097
2685	78247	213069
2686	78277	213042
2687	78306	213013
2688	78334	212980
2689	78365	212956
2690	78394	212926
2691	78423	212897
2692	78452	212867
2693	78482	212841
2694	78512	212813
2695	78542	212787
2696	78571	212756
2697	78602	212734
2698	78632	212705
2699	78659	212672
2700	78689	212644
2701	78715	212607
2702	78744	212577
2703	78773	212548
2704	78805	212528
2705	78837	212505
2706	78867	212478
2707	78899	212458
2708	78931	212436
2709	78962	212411
2710	78993	212387
2711	79024	212363
2712	79054	212337
2713	79086	212316
2714	79118	212292
2715	79148	212265
2716	79182	212252
2717	79215	212232
2718	79244	212202
2719	79277	212183
2720	79307	212156
2721	79337	212130
2722	79369	212107
2723	79399	212081
2724	79431	212059
2725	79461	212032
2726	79493	212011
2727	79524	211987
2728	79553	211958
2729	79586	211939
2730	79615	211910
2731	79647	211888
2732	79679	211865
2733	79707	211834
2734	79735	211801
2735	79763	211770
2736	79793	211741
2737	79824	211718
2738	79853	211688
2739	79881	211658
2740	79910	211627
2741	79938	211595
2742	79968	211569
2743	79997	211538
2744	80026	211509
2745	80055	211478
2746	80084	211450
2747	80117	211430
2748	80146	211400
2749	80179	211382
2750	80211	211360
2751	80243	211338
2752	80273	211312
2753	80307	211296
2754	80340	211277
2755	80372	211255
2756	80404	211233
2757	80435	211208
2758	80465	211182
2759	80495	211153
2760	80527	211132
2761	80557	211107
2762	80588	211081
2763	80620	211059
2764	80652	211038
2765	80684	211016
2766	80723	211012
2767	80763	211011
2768	80795	210989
2769	80824	210961
2770	80852	210929
2771	80882	210901
2772	80910	210867
2773	80937	210835
2774	80966	210805
2775	80994	210772
2776	81026	210749
2777	81055	210720
2778	81083	210689
2779	81110	210654
2780	81139	210625
2781	81167	210591
2782	81194	210558
2783	81224	210530
2784	81254	210503
2785	81286	210480
2786	81316	210453
2787	81345	210423
2788	81376	210399
2789	81405	210370
2790	81438	210349
2791	81467	210320
2792	81495	210289
2793	81524	210259
2794	81554	210232
2795	81582	210200
2796	81610	210168
2797	81640	210141
2798	81668	210108
2799	81699	210084
2800	81730	210058
2801	81759	210031
2802	81788	210001
2803	81820	209978
2804	81854	209962
2805	81887	209941
2806	81920	209923
2807	81951	209899
2808	81981	209871
2809	82011	209844
2810	82044	209824
2811	82073	209795
2812	82103	209769
2813	82138	209753
2814	82172	209736
2815	82210	209730
2816	82245	209716
2817	82280	209701
2818	82314	209684
2819	82344	209656
2820	82376	209634
2821	82405	209605
2822	82435	209578
2823	82467	209556
2824	82494	209520
2825	82521	209487
2826	82551	209459
2827	82578	209424
2828	82607	209394
2829	82638	209369
2830	82668	209342
2831	82697	209313
2832	82727	209285
2833	82758	209261
2834	82788	209233
2835	82818	209207
2836	82851	209186
2837	82880	209158
2838	82909	209129
2839	82937	209096
2840	82967	209069
2841	82997	209042
2842	83028	209016
2843	83057	208986
2844	83087	208959
2845	83117	208933
2846	83145	208901
2847	83174	208870
2848	83205	208845
2849	83233	208814
2850	83262	208783
2851	83290	208752
2852	83323	208732
2853	83353	208704
2854	83385	208682
2855	83417	208659
2856	83445	208627
2857	83475	208601
2858	83506	208576
2859	83537	208552
2860	83568	208527
2861	83598	208498
2862	83628	208472
2863	83656	208441
2864	83689	208419
2865	83720	208394
2866	83751	208372
2867	83781	208343
2868	83810	208314
2869	83842	208292
2870	83873	208267
2871	83906	208246
2872	83938	208224
2873	83968	208197
2874	83999	208172
2875	84030	208147
2876	84061	208122
2877	84094	208104
2878	84126	208081
2879	84157	208055
2880	84186	208027
2881	84216	207998
2882	84245	207970
2883	84274	207940
2884	84307	207920
2885	84337	207893
2886	84369	207869
2887	84400	207844
2888	84429	207815
2889	84460	207790
2890	84489	207760
2891	84518	207730
2892	84547	207701
2893	84580	207681
2894	84609	207651
2895	84637	207618
2896	84665	207587
2897	84695	207559
2898	84726	207534
2899	84755	207504
2900	84784	207475
2901	84814	207447
2902	84842	207416
2903	84873	207391
2904	84903	207362
2905	84932	207332
2906	84963	207309
2907	84990	207274
2908	85022	207250
2909	85053	207225
2910	85080	207191
2911	85107	207157
2912	85137	207130
2913	85165	207098
2914	85197	207074
2915	85224	207040
2916	85256	207016
2917	85285	206988
2918	85313	206956
2919	85343	206928
2920	85374	206902
2921	85402	206870
2922	85428	206833
2923	85457	206805
2924	85487	206776
2925	85516	206747
2926	85544	206715
2927	85576	206691
2928	85606	206666
2929	85638	206641
2930	85669	206618
2931	85701	206594
2932	85733	206573
2933	85763	206544
2934	85795	206523
2935	85828	206502
2936	85862	206484
2937	85893	206460
2938	85926	206439
2939	85959	206418
2940	85988	206388
2941	86015	206355
2942	86044	206325
2943	86071	206291
2944	86099	206259
2945	86129	206230
2946	86157	206198
2947	86185	206166
2948	86212	206132
2949	86240	206100
2950	86269	206069
2951	86298	206040
2952	86328	206013
2953	86362	205996
2954	86394	205971
2955	86426	205949
2956	86458	205926
2957	86487	205897
2958	86519	205875
2959	86556	205864
2960	86593	205852
2961	86628	205837
2962	86663	205822
2963	86694	205797
2964	86724	205769
2965	86754	205741
2966	86785	205716
2967	86815	205689
2968	86845	205663
2969	86875	205633
2970	86907	205611
2971	86936	205582
2972	86964	205550
2973	86994	205522
2974	87023	205492
2975	87055	205469
2976	87085	205442
2977	87113	205411
2978	87144	205385
2979	87173	205354
2980	87201	205322
2981	87232	205296
2982	87260	205265
2983	87288	205233
2984	87315	205199
2985	87345	205172
2986	87376	205146
2987	87407	205120
2988	87435	205087
2989	87465	205061
2990	87497	205038
2991	87527	205010
2992	87558	204985
2993	87587	204956
2994	87617	204927
2995	87645	204896
2996	87674	204867
2997	87705	204841
2998	87735	204813
2999	87763	204781
3000	87792	204752
3001	87822	204723
3002	87853	204698
3003	87881	204667
3004	87911	204639
3005	87939	204607
3006	87967	204574
3007	87997	204548
3008	88030	204527
3009	88062	204503
3010	88091	204474
3011	88125	204455
3012	88160	204439
3013	88190	204411
3014	88221	204386
3015	88251	204360
3016	88283	204336
3017	88313	204308
3018	88344	204283
3019	88376	204261
3020	88406	204234
3021	88442	204219
3022	88476	204202
3023	88508	204178
3024	88543	204163
3025	88576	204141
3026	88607	204115
3027	88636	204087
3028	88665	204056
3029	88695	204028
3030	88723	203997
3031	88751	203965
3032	88783	203942
3033	88812	203911
3034	88844	203889
3035	88873	203857
3036	88904	203834
3037	88938	203814
3038	88972	203796
3039	89004	203773
3040	89032	203741
3041	89061	203710
3042	89091	203684
3043	89122	203657
3044	89151	203627
3045	89181	203600
3046	89209	203567
3047	89238	203539
3048	89268	203510
3049	89295	203476
3050	89324	203447
3051	89355	203421
3052	89382	203387
3053	89410	203355
3054	89440	203327
3055	89468	203294
3056	89498	203266
3057	89531	203245
3058	89559	203214
3059	89589	203187
3060	89620	203160
3061	89648	203129
3062	89676	203096
3063	89706	203069
3064	89736	203041
3065	89767	203017
3066	89797	202988
3067	89827	202962
3068	89856	202931
3069	89887	202905
3070	89917	202878
3071	89946	202848
3072	89976	202819
3073	90005	202791
3074	90037	202767
3075	90072	202751
3076	90104	202727
3077	90135	202703
3078	90165	202674
3079	90199	202656
3080	90232	202635
3081	90266	202616
3082	90297	202591
3083	90328	202565
3084	90360	202543
3085	90396	202528
3086	90426	202500
3087	90458	202475
3088	90499	202473
3089	90539	202469
3090	90576	202455
3091	90604	202424
3092	90634	202397
3093	90665	202370
3094	90695	202343
3095	90726	202317
3096	90755	202286
3097	90786	202262
3098	90815	202232
3099	90843	202200
3100	90874	202174
3101	90904	202146
3102	90933	202117
3103	90964	202090
3104	90993	202061
3105	91022	202031
3106	91052	202004
3107	91085	201983
3108	91116	201956
3109	91145	201927
3110	91175	201900
3111	91205	201870
3112	91235	201844
3113	91267	201820
3114	91300	201799
3115	91331	201774
3116	91363	201750
3117	91396	201729
3118	91427	201704
3119	91458	201677
3120	91485	201643
3121	91514	201612
3122	91545	201587
3123	91575	201559
3124	91603	201526
3125	91631	201495
3126	91660	201464
3127	91689	201434
3128	91721	201412
3129	91751	201385
3130	91782	201359
3131	91811	201328
3132	91841	201300
3133	91871	201272
3134	91904	201251
3135	91935	201226
3136	91966	201200
3137	91999	201179
3138	92030	201154
3139	92061	201128
3140	92090	201097
3141	92122	201073
3142	92153	201049
3143	92182	201019
3144	92211	200987
3145	92238	200955
3146	92267	200923
3147	92299	200899
3148	92331	200876
3149	92363	200852
3150	92391	200821
3151	92421	200794
3152	92451	200767
3153	92483	200742
3154	92514	200716
3155	92547	200694
3156	92576	200665
3157	92608	200642
3158	92640	200619
3159	92672	200594
3160	92704	200570
3161	92736	200547
3162	92765	200518
3163	92796	200492
3164	92826	200464
3165	92855	200434
3166	92885	200406
3167	92918	200385
3168	92950	200361
3169	92981	200335
3170	93012	200310
3171	93046	200290
3172	93078	200266
3173	93108	200239
3174	93139	200212
3175	93170	200186
3176	93199	200157
3177	93230	200131
3178	93261	200105
3179	93290	200075
3180	93322	200052
3181	93351	200022
3182	93384	200001
3183	93415	199975
3184	93448	199953
3185	93477	199923
3186	93508	199898
3187	93538	199869
3188	93568	199841
3189	93599	199815
3190	93630	199790
3191	93661	199763
3192	93690	199733
3193	93724	199714
3194	93755	199689
3195	93785	199661
3196	93816	199635
3197	93849	199614
3198	93878	199584
3199	93909	199557
3200	93938	199527
3201	93967	199498
3202	93997	199468
3203	94026	199439
3204	94055	199408
3205	94085	199381
3206	94116	199355
3207	94147	199329
3208	94178	199304
3209	94212	199283
3210	94241	199254
3211	94271	199225
3212	94301	199199
3213	94331	199171
3214	94363	199146
3215	94394	199120
3216	94424	199093
3217	94455	199066
3218	94488	199044
3219	94520	199021
3220	94548	198989
3221	94581	198966
3222	94610	198936
3223	94638	198904
3224	94669	198879
3225	94697	198846
3226	94724	198812
3227	94751	198779
3228	94779	198746
3229	94811	198722
3230	94842	198695
3231	94872	198668
3232	94902	198640
3233	94932	198612
3234	94962	198584
3235	94991	198553
3236	95019	198523
3237	95048	198491
3238	95077	198461
3239	95106	198432
3240	95138	198408
3241	95166	198375
3242	95198	198352
3243	95226	198319
3244	95254	198287
3245	95282	198255
3246	95318	198240
3247	95349	198214
3248	95382	198191
3249	95413	198166
3250	95448	198148
3251	95484	198134
3252	95513	198103
3253	95546	198081
3254	95575	198052
3255	95605	198024
3256	95636	197996
3257	95665	197967
3258	95699	197947
3259	95731	197924
3260	95763	197899
3261	95798	197880
3262	95829	197855
3263	95862	197834
3264	95895	197811
3265	95924	197781
3266	95957	197759
3267	95985	197728
3268	96015	197699
3269	96043	197667
3270	96073	197638
3271	96102	197608
3272	96134	197585
3273	96164	197556
3274	96194	197529
3275	96224	197500
3276	96252	197468
3277	96283	197442
3278	96313	197413
3279	96343	197386
3280	96371	197355
3281	96401	197325
3282	96431	197297
3283	96461	197270
3284	96493	197246
3285	96527	197226
3286	96560	197204
3287	96590	197176
3288	96620	197148
3289	96652	197123
3290	96683	197097
3291	96712	197067
3292	96746	197048
3293	96777	197022
3294	96809	196998
3295	96843	196977
3296	96874	196950
3297	96908	196931
3298	96938	196902
3299	96968	196874
3300	97000	196850
3301	97031	196824
3302	97062	196799
3303	97093	196772
3304	97124	196746
3305	97153	196716
3306	97183	196688
3307	97215	196665
3308	97245	196635
3309	97277	196612
3310	97307	196584
3311	97340	196561
3312	97370	196533
3313	97400	196505
3314	97428	196474
3315	97460	196448
3316	97489	196419
3317	97517	196387
3318	97547	196358
3319	97577	196330
3320	97608	196303
3321	97636	196271
3322	97665	196242
3323	97695	196214
3324	97723	196180
3325	97751	196148
3326	97780	196119
3327	97811	196092
3328	97840	196063
3329	97871	196036
3330	97901	196008
3331	97930	195977
3332	97962	195953
3333	97992	195925
3334	98020	195893
3335	98049	195864
3336	98080	195837
3337	98109	195808
3338	98139	195779
3339	98168	195749
3340	98201	195726
3341	98229	195695
3342	98259	195667
3343	98287	195635
3344	98316	195604
3345	98347	195578
3346	98377	195549
3347	98408	195524
3348	98441	195501
3349	98471	195473
3350	98500	195443
3351	98529	195412
3352	98557	195380
3353	98586	195351
3354	98617	195324
3355	98647	195295
3356	98675	195264
3357	98705	195235
3358	98737	195212
3359	98766	195181
3360	98796	195152
3361	98822	195117
3362	98853	195089
3363	98882	195061
3364	98913	195034
3365	98945	195010
3366	98977	194985
3367	99008	194960
3368	99037	194930
3369	99071	194909
3370	99104	194886
3371	99132	194854
3372	99164	194830
3373	99191	194795
3374	99219	194764
3375	99248	194734
3376	99276	194702
3377	99307	194675
3378	99337	194647
3379	99365	194616
3380	99400	194597
3381	99430	194568
3382	99461	194541
3383	99492	194515
3384	99522	194487
3385	99557	194468
3386	99586	194439
3387	99617	194412
3388	99648	194387
3389	99678	194357
3390	99710	194333
3391	99742	194310
3392	99772	194281
3393	99804	194256
3394	99835	194231
3395	99865	194202
3396	99897	194177
3397	99928	194151
3398	99958	194123
3399	99987	194094
3400	100019	194068
3401	100051	194044
3402	100081	194016
3403	100110	193986
3404	100140	193957
3405	100168	193925
3406	100200	193901
3407	100228	193870
3408	100260	193845
3409	100291	193819
3410	100321	193789
3411	100352	193764
3412	100381	193734
3413	100409	193702
3414	100441	193677
3415	100471	193648
3416	100500	193618
3417	100529	193588
3418	100559	193559
3419	100589	193531
3420	100619	193503
3421	100651	193478
3422	100681	193450
3423	100710	193421
3424	100739	193390
3425	100770	193363
3426	100799	193333
3427	100827	193301
3428	100856	193270
3429	100884	193239
3430	100915	193213
3431	100946	193187
3432	100978	193162
3433	101006	193129
3434	101037	193104
3435	101067	193076
3436	101098	193049
3437	101130	193024
3438	101160	192995
3439	101188	192964
3440	101220	192939
3441	101249	192909
3442	101279	192881
3443	101307	192849
3444	101339	192824
3445	101370	192797
3446	101398	192766
3447	101426	192733
3448	101455	192703
3449	101483	192671
3450	101514	192646
3451	101542	192613
3452	101570	192581
3453	101603	192557
3454	101631	192526
3455	101663	192501
3456	101693	192473
3457	101722	192442
3458	101753	192416
3459	101784	192389
3460	101813	192360
3461	101843	192332
3462	101872	192301
3463	101900	192269
3464	101928	192238
3465	101957	192207
3466	101987	192179
3467	102018	192151
3468	102046	192120
3469	102075	192089
3470	102106	192063
3471	102136	192035
3472	102165	192004
3473	102194	191974
3474	102225	191947
3475	102255	191920
3476	102283	191888
3477	102313	191859
3478	102344	191834
3479	102376	191808
3480	102407	191782
3481	102437	191754
3482	102466	191723
3483	102497	191697
3484	102527	191669
3485	102558	191642
3486	102588	191614
3487	102621	191591
3488	102651	191563
3489	102681	191535
3490	102710	191505
3491	102741	191477
3492	102771	191450
3493	102804	191426
3494	102834	191398
3495	102865	191371
3496	102895	191343
3497	102924	191313
3498	102956	191288
3499	102988	191264
3500	103019	191238
3501	103048	191208
3502	103080	191183
3503	103111	191157
3504	103143	191131
3505	103171	191099
3506	103201	191071
3507	103230	191040
3508	103263	191017
3509	103293	190989
3510	103320	190956
3511	103349	190926
3512	103379	190898
3513	103409	190869
3514	103437	190837
3515	103466	190805
3516	103491	190769
3517	103521	190741
3518	103551	190712
3519	103580	190682
3520	103611	190655
3521	103640	190625
3522	103674	190603
3523	103703	190573
3524	103734	190548
3525	103764	190520
3526	103795	190493
3527	103828	190469
3528	103857	190440
3529	103887	190411
3530	103916	190381
3531	103944	190349
3532	103976	190324
3533	104008	190299
3534	104039	190272
3535	104069	190245
3536	104098	190215
3537	104128	190186
3538	104158	190157
3539	104187	190127
3540	104216	190097
3541	104247	190070
3542	104275	190039
3543	104307	190014
3544	104336	189983
3545	104364	189951
3546	104395	189925
3547	104428	189902
3548	104456	189869
3549	104489	189846
3550	104518	189817
3551	104550	189792
3552	104580	189763
3553	104609	189732
3554	104637	189701
3555	104667	189672
3556	104697	189644
3557	104729	189620
3558	104761	189594
3559	104789	189563
3560	104822	189539
3561	104850	189507
3562	104883	189485
3563	104912	189455
3564	104942	189425
3565	104972	189397
3566	105001	189367
3567	105032	189340
3568	105060	189308
3569	105090	189281
3570	105118	189249
3571	105150	189223
3572	105179	189192
3573	105212	189170
3574	105246	189149
3575	105279	189125
3576	105312	189102
3577	105345	189080
3578	105379	189058
3579	105410	189032
3580	105443	189008
3581	105476	188985
3582	105509	188962
3583	105541	188937
3584	105571	188908
3585	105599	188877
3586	105629	188849
3587	105656	188816
3588	105686	188786
3589	105716	188757
3590	105745	188727
3591	105772	188694
3592	105801	188663
3593	105832	188637
3594	105863	188611
3595	105896	188588
3596	105927	188561
3597	105958	188533
3598	105986	188502
3599	106015	188472
3600	106045	188444
3601	106077	188419
3602	106108	188391
3603	106137	188362
3604	106168	188334
3605	106196	188302
3606	106225	188272
3607	106254	188243
3608	106285	188214
3609	106314	188185
3610	106343	188155
3611	106371	188123
3612	106402	188096
3613	106431	188066
3614	106462	188040
3615	106491	188008
3616	106520	187979
3617	106552	187954
3618	106582	187924
3619	106609	187892
3620	106638	187862
3621	106670	187836
3622	106701	187809
3623	106732	187783
3624	106761	187753
3625	106792	187726
3626	106821	187696
3627	106852	187669
3628	106883	187642
3629	106913	187614
3630	106943	187585
3631	106971	187553
3632	107002	187526
3633	107032	187498
3634	107062	187469
3635	107092	187442
3636	107120	187409
3637	107149	187379
3638	107177	187347
3639	107205	187315
3640	107238	187291
3641	107268	187264
3642	107302	187241
3643	107333	187214
3644	107362	187184
3645	107388	187150
3646	107421	187126
3647	107452	187099
3648	107480	187066
3649	107510	187038
3650	107537	187004
3651	107565	186972
3652	107594	186942
3653	107624	186913
3654	107651	186881
3655	107681	186852
3656	107712	186824
3657	107741	186795
3658	107769	186762
3659	107798	186733
3660	107826	186700
3661	107856	186673
3662	107884	186640
3663	107913	186609
3664	107945	186585
3665	107974	186554
3666	108004	186526
3667	108033	186496
3668	108065	186471
3669	108098	186447
3670	108125	186414
3671	108156	186387
3672	108188	186361
3673	108218	186332
3674	108247	186303
3675	108277	186274
3676	108310	186251
3677	108345	186232
3678	108377	186206
3679	108410	186183
3680	108440	186155
3681	108471	186127
3682	108500	186097
3683	108528	186065
3684	108556	186034
3685	108587	186006
3686	108618	185980
3687	108651	185956
3688	108680	185927
3689	108709	185896
3690	108743	185874
3691	108773	185845
3692	108805	185821
3693	108835	185792
3694	108867	185767
3695	108899	185741
3696	108927	185709
3697	108954	185676
3698	108984	185647
3699	109012	185616
3700	109043	185588
3701	109075	185563
3702	109104	185533
3703	109135	185507
3704	109164	185476
3705	109196	185450
3706	109223	185418
3707	109253	185389
3708	109283	185361
3709	109313	185331
3710	109342	185301
3711	109378	185283
3712	109408	185254
3713	109437	185225
3714	109466	185193
3715	109497	185167
3716	109530	185143
3717	109561	185116
3718	109590	185086
3719	109620	185058
3720	109651	185031
3721	109680	185001
3722	109709	184971
3723	109737	184939
3724	109768	184912
3725	109798	184883
3726	109828	184854
3727	109859	184828
3728	109889	184798
3729	109919	184771
3730	109948	184740
3731	109977	184711
3732	110009	184685
3733	110036	184651
3734	110066	184622
3735	110096	184593
3736	110126	184566
3737	110155	184535
3738	110183	184503
3739	110211	184471
3740	110240	184442
3741	110270	184412
3742	110298	184381
3743	110328	184351
3744	110357	184321
3745	110386	184291
3746	110416	184262
3747	110444	184232
3748	110476	184206
3749	110507	184179
3750	110536	184148
3751	110564	184117
3752	110592	184085
3753	110622	184056
3754	110653	184029
3755	110683	184000
3756	110713	183972
3757	110742	183942
3758	110775	183918
3759	110802	183885
3760	110832	183855
3761	110861	183825
3762	110888	183792
3763	110920	183766
3764	110950	183739
3765	110981	183711
3766	111009	183679
3767	111038	183649
3768	111067	183619
3769	111097	183591
3770	111126	183559
3771	111154	183529
3772	111183	183497
3773	111211	183466
3774	111240	183436
3775	111271	183408
3776	111301	183381
3777	111330	183351
3778	111359	183320
3779	111389	183291
3780	111417	183259
3781	111446	183229
3782	111476	183201
3783	111506	183172
3784	111533	183139
3785	111564	183112
3786	111594	183083
3787	111622	183052
3788	111651	183021
3789	111681	182993
3790	111714	182968
3791	111746	182943
3792	111778	182918
3793	111808	182890
3794	111837	182860
3795	111866	182829
3796	111895	182799
3797	111924	182769
3798	111954	182739
3799	111985	182712
3800	112014	182682
3801	112043	182652
3802	112072	182623
3803	112101	182591
3804	112130	182561
3805	112158	182530
3806	112187	182500
3807	112218	182472
3808	112247	182442
3809	112276	182412
3810	112304	182381
3811	112337	182356
3812	112369	182331
3813	112402	182307
3814	112431	182277
3815	112464	182254
3816	112496	182228
3817	112529	182205
3818	112565	182184
3819	112600	182165
3820	112635	182144
3821	112668	182120
3822	112701	182097
3823	112735	182075
3824	112767	182050
3825	112798	182022
3826	112831	181998
3827	112863	181973
3828	112898	181953
3829	112932	181930
3830	112962	181901
3831	112996	181879
3832	113030	181857
3833	113061	181830
3834	113090	181800
3835	113120	181771
3836	113154	181749
3837	113185	181722
3838	113217	181696
3839	113248	181668
3840	113277	181639
3841	113307	181610
3842	113336	181580
3843	113368	181553
3844	113400	181528
3845	113431	181502
3846	113461	181473
3847	113491	181445
3848	113520	181414
3849	113550	181385
3850	113578	181353
3851	113609	181326
3852	113639	181298
3853	113669	181270
3854	113700	181243
3855	113730	181213
3856	113760	181184
3857	113793	181161
3858	113822	181131
3859	113852	181101
3860	113884	181076
3861	113913	181045
3862	113943	181017
3863	113973	180988
3864	114004	180962
3865	114031	180928
3866	114059	180896
3867	114092	180872
3868	114126	180849
3869	114158	180825
3870	114190	180799
3871	114225	180777
3872	114256	180751
3873	114289	180727
3874	114321	180701
3875	114350	180671
3876	114381	180644
3877	114413	180618
3878	114444	180591
3879	114476	180565
3880	114508	180540
3881	114539	180513
3882	114576	180495
3883	114605	180465
3884	114637	180439
3885	114666	180410
3886	114698	180384
3887	114735	180366
3888	114767	180340
3889	114800	180316
3890	114829	180286
3891	114861	180260
3892	114892	180233
3893	114926	180210
3894	114959	180187
3895	114992	180162
3896	115022	180134
3897	115051	180104
3898	115082	180077
3899	115113	180048
3900	115141	180016
3901	115170	179986
3902	115197	179954
3903	115226	179923
3904	115254	179892
3905	115284	179862
3906	115312	179831
3907	115343	179802
3908	115374	179776
3909	115403	179746
3910	115434	179718
3911	115466	179693
3912	115500	179671
3913	115535	179649
3914	115570	179628
3915	115603	179604
3916	115637	179582
3917	115669	179556
3918	115702	179531
3919	115733	179504
3920	115764	179478
3921	115795	179450
3922	115825	179421
3923	115853	179389
3924	115883	179361
3925	115913	179332
3926	115942	179302
3927	115972	179272
3928	116001	179242
3929	116033	179216
3930	116062	179187
3931	116091	179156
3932	116121	179127
3933	116151	179099
3934	116182	179072
3935	116211	179040
3936	116240	179011
3937	116269	178981
3938	116298	178950
3939	116324	178915
3940	116353	178885
3941	116384	178857
3942	116415	178830
3943	116444	178800
3944	116473	178770
3945	116502	178739
3946	116531	178708
3947	116561	178679
3948	116589	178648
3949	116618	178618
3950	116647	178587
3951	116680	178563
3952	116712	178538
3953	116745	178514
3954	116779	178490
3955	116809	178461
3956	116838	178431
3957	116867	178401
3958	116897	178372
3959	116929	178347
3960	116959	178317
3961	116992	178293
3962	117023	178266
3963	117053	178238
3964	117085	178212
3965	117116	178185
3966	117150	178162
3967	117181	178134
3968	117216	178114
3969	117248	178087
3970	117284	178067
3971	117315	178040
3972	117345	178012
3973	117377	177986
3974	117408	177959
3975	117440	177933
3976	117470	177904
3977	117498	177872
3978	117529	177844
3979	117560	177817
3980	117590	177788
3981	117623	177764
3982	117655	177738
3983	117687	177713
3984	117721	177690
3985	117756	177668
3986	117787	177640
3987	117816	177611
3988	117850	177588
3989	117883	177563
3990	117917	177540
3991	117949	177514
3992	117978	177484
3993	118007	177454
3994	118039	177428
3995	118069	177399
3996	118101	177373
3997	118132	177346
3998	118166	177324
3999	118200	177300
4000	118231	177273
4001	118269	177256
4002	118301	177229
4003	118330	177199
4004	118362	177174
4005	118392	177145
4006	118423	177118
4007	118454	177090
4008	118486	177065
4009	118520	177041
4010	118552	177016
4011	118583	176988
4012	118613	176959
4013	118642	176929
4014	118674	176903
4015	118703	176872
4016	118734	176845
4017	118765	176817
4018	118795	176788
4019	118825	176760
4020	118854	176730
4021	118883	176699
4022	118916	176674
4023	118945	176645
4024	118974	176614
4025	119003	176584
4026	119032	176553
4027	119063	176526
4028	119094	176499
4029	119123	176467
4030	119153	176439
4031	119185	176413
4032	119215	176384
4033	119247	176358
4034	119277	176330
4035	119306	176299
4036	119336	176270
4037	119364	176238
4038	119394	176209
4039	119427	176184
4040	119456	176154
4041	119485	176124
4042	119514	176094
4043	119544	176065
4044	119575	176037
4045	119605	176008
4046	119634	175978
4047	119663	175948
4048	119690	175915
4049	119720	175885
4050	119752	175859
4051	119780	175828
4052	119811	175800
4053	119841	175771
4054	119874	175746
4055	119904	175717
4056	119935	175690
4057	119967	175664
4058	119995	175632
4059	120024	175602
4060	120054	175572
4061	120083	175543
4062	120114	175516
4063	120143	175484
4064	120171	175453
4065	120200	175423
4066	120230	175393
4067	120260	175365
4068	120291	175337
4069	120318	175305
4070	120349	175277
4071	120378	175246
4072	120407	175215
4073	120437	175187
4074	120468	175159
4075	120497	175129
4076	120528	175101
4077	120564	175082
4078	120601	175063
4079	120634	175038
4080	120663	175008
4081	120696	174983
4082	120729	174959
4083	120762	174934
4084	120794	174908
4085	120827	174882
4086	120860	174858
4087	120892	174833
4088	120924	174807
4089	120957	174782
4090	120990	174756
4091	121020	174728
4092	121050	174699
4093	121079	174669
4094	121111	174643
4095	121142	174616
4096	121170	174584
4097	121203	174558
4098	121233	174530
4099	121261	174498
4100	121294	174474
4101	121324	174444
4102	121354	174415
4103	121386	174389
4104	121419	174364
4105	121450	174336
4106	121479	174306
4107	121509	174278
4108	121538	174246
4109	121571	174223
4110	121601	174193
4111	121631	174164
4112	121658	174132
4113	121689	174103
4114	121719	174074
4115	121748	174045
4116	121776	174012
4117	121807	173985
4118	121836	173955
4119	121867	173926
4120	121899	173900
4121	121928	173871
4122	121958	173842
4123	121989	173814
4124	122017	173781
4125	122049	173756
4126	122081	173729
4127	122117	173709
4128	122146	173679
4129	122180	173655
4130	122214	173632
4131	122246	173607
4132	122282	173585
4133	122314	173560
4134	122351	173540
4135	122384	173515
4136	122416	173489
4137	122452	173470
4138	122484	173442
4139	122514	173414
4140	122545	173386
4141	122574	173355
4142	122605	173328
4143	122634	173297
4144	122664	173269
4145	122695	173240
4146	122727	173215
