iter	RMSE
1662	7.69494867
1663	7.694819196
1664	7.694687331
1665	7.694539997
1666	7.694396269
1667	7.694262991
1668	7.694141221
1669	7.693977282
1670	7.69384568
1671	7.693683907
1672	7.693554972
1673	7.693426418
1674	7.69331824
1675	7.693170903
1676	7.693048826
1677	7.692965733
1678	7.692808383
1679	7.692672217
1680	7.692541163
1681	7.692393738
1682	7.692264713
1683	7.692175195
1684	7.692038236
1685	7.691880576
1686	7.691694865
1687	7.691549776
1688	7.691406694
1689	7.691273635
1690	7.69114377
1691	7.691038637
1692	7.690916477
1693	7.69077787
1694	7.690641788
1695	7.690513155
1696	7.690390695
1697	7.690249445
1698	7.690125302
1699	7.690002524
1700	7.689844677
1701	7.689708835
1702	7.689578352
1703	7.689436961
1704	7.68932605
1705	7.689219127
1706	7.689070983
1707	7.688937367
1708	7.688772064
1709	7.688612155
1710	7.68847107
1711	7.688364924
1712	7.688249651
1713	7.688086537
1714	7.687972685
1715	7.687874247
1716	7.6877467
1717	7.687604964
1718	7.687469227
1719	7.687312969
1720	7.687170452
1721	7.687021615
1722	7.68686593
1723	7.68674282
1724	7.686569033
1725	7.686444445
1726	7.686249812
1727	7.686060295
1728	7.685920368
1729	7.685804552
1730	7.685717064
1731	7.685609765
1732	7.685477427
1733	7.6853442
1734	7.685219692
1735	7.68512
1736	7.684969033
1737	7.684848207
1738	7.684689203
1739	7.684569896
1740	7.684420752
1741	7.684292343
1742	7.684155309
1743	7.684039564
1744	7.683872024
1745	7.683748792
1746	7.683644697
1747	7.683511919
1748	7.68340376
1749	7.683239477
1750	7.683108709
1751	7.682966143
1752	7.682822955
1753	7.682688124
1754	7.68251774
1755	7.682396704
1756	7.682292759
1757	7.682163897
1758	7.682039349
1759	7.681938778
1760	7.68178891
1761	7.68164931
1762	7.68154978
1763	7.681425019
1764	7.681300455
1765	7.681172945
1766	7.681049079
1767	7.680870828
1768	7.680739443
1769	7.680603938
1770	7.680471284
1771	7.680353056
1772	7.680227881
1773	7.680079942
1774	7.679942169
1775	7.679784704
1776	7.679671861
1777	7.679529675
1778	7.679378469
1779	7.679261955
1780	7.679114626
1781	7.6789545
1782	7.678859424
1783	7.678731384
1784	7.678600901
1785	7.678483266
1786	7.678376156
1787	7.678236707
1788	7.678120537
1789	7.677993324
1790	7.677865035
1791	7.677717131
1792	7.677605533
1793	7.677453443
1794	7.67733129
1795	7.677159824
1796	7.677041185
1797	7.676924703
1798	7.676749296
1799	7.67664027
1800	7.676499654
1801	7.676365121
1802	7.676194308
1803	7.676045052
1804	7.675955524
1805	7.675800187
1806	7.675678213
1807	7.675566094
1808	7.675434566
1809	7.675314146
1810	7.675170964
1811	7.675019524
1812	7.67487707
1813	7.674755732
1814	7.674631605
1815	7.674513432
1816	7.674348942
1817	7.674211581
1818	7.674084918
1819	7.673960652
1820	7.673872701
1821	7.673752262
1822	7.673628244
1823	7.673548326
1824	7.673429383
1825	7.67330677
1826	7.673182836
1827	7.673058556
1828	7.672963166
1829	7.672795887
1830	7.672660953
1831	7.672529409
1832	7.67239405
1833	7.672284336
1834	7.672156572
1835	7.672004048
1836	7.671913636
1837	7.67181077
1838	7.67167094
1839	7.671512742
1840	7.671367725
1841	7.671217342
1842	7.671100291
1843	7.670967911
1844	7.670843758
1845	7.67071716
1846	7.670591293
1847	7.670459049
1848	7.670331568
1849	7.670206973
1850	7.670109874
1851	7.669979514
1852	7.669856381
1853	7.669745702
1854	7.669650532
1855	7.66951403
1856	7.669366218
1857	7.669200061
1858	7.669039231
1859	7.668901808
1860	7.668820185
1861	7.668709941
1862	7.668588193
1863	7.668469177
1864	7.668307378
1865	7.668169907
1866	7.66806947
1867	7.667930381
1868	7.667809257
1869	7.667686118
1870	7.667554378
1871	7.667415148
1872	7.667285275
1873	7.667166431
1874	7.667036769
1875	7.666874369
1876	7.666748041
1877	7.666632285
1878	7.666529741
1879	7.666406655
1880	7.666274115
1881	7.666129113
1882	7.666007226
1883	7.665878859
1884	7.665715369
1885	7.665580741
1886	7.665456877
1887	7.665311295
1888	7.665179451
1889	7.665053631
1890	7.664912254
1891	7.664786976
1892	7.664666607
1893	7.664553616
1894	7.664433867
1895	7.664293115
1896	7.664149192
1897	7.664005208
1898	7.663854986
1899	7.663718001
1900	7.663586814
1901	7.663511537
1902	7.663388131
1903	7.663289656
1904	7.663138366
1905	7.663002418
1906	7.662854612
1907	7.662708824
1908	7.662587452
1909	7.662462381
1910	7.662333296
1911	7.662196416
1912	7.662047979
1913	7.661898531
1914	7.661786229
1915	7.661631926
1916	7.661517617
1917	7.661373687
1918	7.661208202
1919	7.661065531
1920	7.66090787
1921	7.660805741
1922	7.660661807
1923	7.660537296
1924	7.660451356
1925	7.660325839
1926	7.660195625
1927	7.660095505
1928	7.659944024
1929	7.659834318
1930	7.659702197
1931	7.659529647
1932	7.659374146
1933	7.659267272
1934	7.659102689
1935	7.658956644
1936	7.658829557
1937	7.658697409
1938	7.658559222
1939	7.658452054
1940	7.658317797
1941	7.658198009
1942	7.658031931
1943	7.657909566
1944	7.657770746
1945	7.657646867
1946	7.657529599
1947	7.65738731
1948	7.657288526
1949	7.657143677
1950	7.657028473
1951	7.656881658
1952	7.656744356
1953	7.656634602
1954	7.656481104
1955	7.656377185
1956	7.656241394
1957	7.656094427
1958	7.655933211
1959	7.655774492
1960	7.655656172
1961	7.655527886
1962	7.655412884
1963	7.655288326
1964	7.655151008
1965	7.6550491
1966	7.654899799
1967	7.654763758
1968	7.654616869
1969	7.654482304
1970	7.654404246
1971	7.654273667
1972	7.654146645
1973	7.654017726
1974	7.653895516
1975	7.653784004
1976	7.653651649
1977	7.65352861
1978	7.653415955
1979	7.653283376
1980	7.653140879
1981	7.652995463
1982	7.65286297
1983	7.652740127
1984	7.652612207
1985	7.652464397
1986	7.652269506
1987	7.652161929
1988	7.652060508
1989	7.65193602
1990	7.651824504
1991	7.651662816
1992	7.651533931
1993	7.651413543
1994	7.651269393
1995	7.651173063
1996	7.65102412
1997	7.650854899
1998	7.650739842
1999	7.65065099
2000	7.650534092
2001	7.650418186
2002	7.650254147
2003	7.650148008
2004	7.650011312
2005	7.649875383
2006	7.649749373
2007	7.649590334
2008	7.649466203
2009	7.649324631
2010	7.649206853
2011	7.649082736
2012	7.648935943
2013	7.648803612
2014	7.64865367
2015	7.648512603
2016	7.648333987
2017	7.648189517
2018	7.648075245
2019	7.647924041
2020	7.647838312
2021	7.647700745
2022	7.647535362
2023	7.647416039
2024	7.647271617
2025	7.647128921
2026	7.646968261
2027	7.646839378
2028	7.646732281
2029	7.646582131
2030	7.646453259
2031	7.646333902
2032	7.646173722
2033	7.646063228
2034	7.645920181
2035	7.645813826
2036	7.645673826
2037	7.645542439
2038	7.645415444
2039	7.645267021
2040	7.645110819
2041	7.64497215
2042	7.644874124
2043	7.644752394
2044	7.644614934
2045	7.644473663
2046	7.644326443
2047	7.644201402
2048	7.644094645
2049	7.643986012
2050	7.643844984
2051	7.643726767
2052	7.643586714
2053	7.643420963
2054	7.643306158
2055	7.64315473
2056	7.643067757
2057	7.642932195
2058	7.642783261
2059	7.642664057
2060	7.64255422
2061	7.642415112
2062	7.64227077
2063	7.642115549
2064	7.641983527
2065	7.641835731
2066	7.641713023
2067	7.641576043
2068	7.641472964
2069	7.641375231
2070	7.641267655
2071	7.641130452
2072	7.641006429
2073	7.640904077
2074	7.640776667
2075	7.640642767
2076	7.640480771
2077	7.640343078
2078	7.640201071
2079	7.640085368
2080	7.639949451
2081	7.639846538
2082	7.639682294
2083	7.639565509
2084	7.639440129
2085	7.639331432
2086	7.639196557
2087	7.639045347
2088	7.638936214
2089	7.638809305
2090	7.638692799
2091	7.638527612
2092	7.638395781
2093	7.638287089
2094	7.638212849
2095	7.638087138
2096	7.637926146
2097	7.637779314
2098	7.637655455
2099	7.637521147
2100	7.63740913
2101	7.63726491
2102	7.6371344
2103	7.637035228
2104	7.636876319
2105	7.636734769
2106	7.636616145
2107	7.63650405
2108	7.636370143
2109	7.63622681
2110	7.636079959
2111	7.635939765
2112	7.635772916
2113	7.635617054
2114	7.635513136
2115	7.635404864
2116	7.635257519
2117	7.635067925
2118	7.634919652
2119	7.634808375
2120	7.634652346
2121	7.634513674
2122	7.634392843
2123	7.634253334
2124	7.634136792
2125	7.634008718
2126	7.633927682
2127	7.633780261
2128	7.633707513
2129	7.633537743
2130	7.633381531
2131	7.633215257
2132	7.633087982
2133	7.632960492
2134	7.632826312
2135	7.632680775
2136	7.63253071
2137	7.632425499
2138	7.632309124
2139	7.632144518
2140	7.632028987
2141	7.631912522
2142	7.631765517
2143	7.631599668
2144	7.63149715
2145	7.631374215
2146	7.631258744
2147	7.631120604
2148	7.630951646
2149	7.630819869
2150	7.630707329
2151	7.63059169
2152	7.630474104
2153	7.630358717
2154	7.630223062
2155	7.630067424
2156	7.629916953
2157	7.629799502
2158	7.629672741
2159	7.629517088
2160	7.629409042
2161	7.629309572
2162	7.629187816
2163	7.629061404
2164	7.628937101
2165	7.628790658
2166	7.628675795
2167	7.628521115
2168	7.628378177
2169	7.628214057
2170	7.628110292
2171	7.62796901
2172	7.627854684
2173	7.62773138
2174	7.627614373
2175	7.62751208
2176	7.627355483
2177	7.627241864
2178	7.627102055
2179	7.626995854
2180	7.626899178
2181	7.626791278
2182	7.626686054
2183	7.626566162
2184	7.626454809
2185	7.626305254
2186	7.626173235
2187	7.626035408
2188	7.625917683
2189	7.625730292
2190	7.625638333
2191	7.625499975
2192	7.625369835
2193	7.625243357
2194	7.62508917
2195	7.624966772
2196	7.624803157
2197	7.624643437
2198	7.624514095
2199	7.624377424
2200	7.624226803
2201	7.62405803
2202	7.62395257
2203	7.623787672
2204	7.623644067
2205	7.623515198
2206	7.623408328
2207	7.623292564
2208	7.623150041
2209	7.623014182
2210	7.622916503
2211	7.622798865
2212	7.622659457
2213	7.622503374
2214	7.622387096
2215	7.622229774
2216	7.622063429
2217	7.621945732
2218	7.621801214
2219	7.621670067
2220	7.621539194
2221	7.621385545
2222	7.621279179
2223	7.62117426
2224	7.621033311
2225	7.620926106
2226	7.620817966
2227	7.620689362
2228	7.620556217
2229	7.620405039
2230	7.620262631
2231	7.620110675
2232	7.619985885
2233	7.619827877
2234	7.619708828
2235	7.619615417
2236	7.619486523
2237	7.619380674
2238	7.619286477
2239	7.619148375
2240	7.619017491
2241	7.618884868
2242	7.61874625
2243	7.618609437
2244	7.618501853
2245	7.618351748
2246	7.618223809
2247	7.618111307
2248	7.617953073
2249	7.617815386
2250	7.617677337
2251	7.617523549
2252	7.61736724
2253	7.617249075
2254	7.617106664
2255	7.616963778
2256	7.616837326
2257	7.616703406
2258	7.6165789
2259	7.616485313
2260	7.616353215
2261	7.616267998
2262	7.616164432
2263	7.616046144
2264	7.615896942
2265	7.615784126
2266	7.615656544
2267	7.615513999
2268	7.615358166
2269	7.61523768
2270	7.615073582
2271	7.614915283
2272	7.614803627
2273	7.614666563
2274	7.614553639
2275	7.614458928
2276	7.614321036
2277	7.614149456
2278	7.614029718
2279	7.613897752
2280	7.613803358
2281	7.613694397
2282	7.613567918
2283	7.613442472
2284	7.613285691
2285	7.613121285
2286	7.612991211
2287	7.612842948
2288	7.612738899
2289	7.612607096
2290	7.612436635
2291	7.612324233
2292	7.612208277
2293	7.612086239
2294	7.611963044
2295	7.611845321
2296	7.611720375
2297	7.611555529
2298	7.611396637
2299	7.611284503
2300	7.611192326
2301	7.611070031
2302	7.61094222
2303	7.610802848
2304	7.610651495
2305	7.610541127
2306	7.610395448
2307	7.610268028
2308	7.610136334
2309	7.609986831
2310	7.609885594
2311	7.609805912
2312	7.609663389
2313	7.609496704
2314	7.609342891
2315	7.609223574
2316	7.609094278
2317	7.608951899
2318	7.608806325
2319	7.608664953
2320	7.608542966
2321	7.608424533
2322	7.608299779
2323	7.608170457
2324	7.608044227
2325	7.607908784
2326	7.607781478
2327	7.607673489
2328	7.607560431
2329	7.60742781
2330	7.607313428
2331	7.607169231
2332	7.607044937
2333	7.606862597
2334	7.60672551
2335	7.60659424
2336	7.606468212
2337	7.60628256
2338	7.606196236
2339	7.606065897
2340	7.605893366
2341	7.605771663
2342	7.605638356
2343	7.605520972
2344	7.605389377
2345	7.6052837
2346	7.605152626
2347	7.604999755
2348	7.604878123
2349	7.604717272
2350	7.604604873
2351	7.604487437
2352	7.60435564
2353	7.604237994
2354	7.604118488
2355	7.60398822
2356	7.603864077
2357	7.603732226
2358	7.60362784
2359	7.603490281
2360	7.603337358
2361	7.603219117
2362	7.603079178
2363	7.602971303
2364	7.602837827
2365	7.602693829
2366	7.60252703
2367	7.60241331
2368	7.602252298
2369	7.602130626
2370	7.601990405
2371	7.60186482
2372	7.601720782
2373	7.601598489
2374	7.601464997
2375	7.601343385
2376	7.601180035
2377	7.601080222
2378	7.600936151
2379	7.600796267
2380	7.600641745
2381	7.600538511
2382	7.600368142
2383	7.600255722
2384	7.600094552
2385	7.599956046
2386	7.59984288
2387	7.599742606
2388	7.599601255
2389	7.599496671
2390	7.599393558
2391	7.59924093
2392	7.599112608
2393	7.598989545
2394	7.598868127
2395	7.598693343
2396	7.598599507
2397	7.598479528
2398	7.598323768
2399	7.598202216
2400	7.59807693
2401	7.597885956
2402	7.597791496
2403	7.597684313
2404	7.597533376
2405	7.597398368
2406	7.597297502
2407	7.597149423
2408	7.597054212
2409	7.596916351
2410	7.596809922
2411	7.596693273
2412	7.596567481
2413	7.596446462
2414	7.596283807
2415	7.59615246
2416	7.596020155
2417	7.59586939
2418	7.595750928
2419	7.595634297
2420	7.59546981
2421	7.595330477
2422	7.595202841
2423	7.595085822
2424	7.594965626
2425	7.59487752
2426	7.594760405
2427	7.59462348
2428	7.594478339
2429	7.594381784
2430	7.594246737
2431	7.594127429
2432	7.593993085
2433	7.593856495
2434	7.593736799
2435	7.593630987
2436	7.593523524
2437	7.593387051
2438	7.593256245
2439	7.593135073
2440	7.592984063
2441	7.592841467
2442	7.592710021
2443	7.592574494
2444	7.592449949
2445	7.592330345
2446	7.592209273
2447	7.59207486
2448	7.591965054
2449	7.591845872
2450	7.59173839
2451	7.591624871
2452	7.59149414
2453	7.591379374
2454	7.591258708
2455	7.591130143
2456	7.590997865
2457	7.590887519
2458	7.590730842
2459	7.590605469
2460	7.590495949
2461	7.590337546
2462	7.590200333
2463	7.590048473
2464	7.589948461
2465	7.589805494
2466	7.589684649
2467	7.589553274
2468	7.589414428
2469	7.589304168
2470	7.589185633
2471	7.589045715
2472	7.588924434
2473	7.588771715
2474	7.588675962
2475	7.588543912
2476	7.588417046
2477	7.588296647
2478	7.588155206
2479	7.58804135
2480	7.587903934
2481	7.587726886
2482	7.587582645
2483	7.587452573
2484	7.587356834
2485	7.58723303
2486	7.58710698
2487	7.58698063
2488	7.586826229
2489	7.586735198
2490	7.58660629
2491	7.586480233
2492	7.586373042
2493	7.586259739
2494	7.586146442
2495	7.586011984
2496	7.585869324
2497	7.585705193
2498	7.585582464
2499	7.585443935
2500	7.585294887
2501	7.585194766
2502	7.58507068
2503	7.584953005
2504	7.584807008
2505	7.584667329
2506	7.584534675
2507	7.584361971
2508	7.58422113
2509	7.584085103
2510	7.583962789
2511	7.583820608
2512	7.583660327
2513	7.583543409
2514	7.583430655
2515	7.583287629
2516	7.583134802
2517	7.582995834
2518	7.582825745
2519	7.582703955
2520	7.582580003
2521	7.582459552
2522	7.582350139
2523	7.58222806
2524	7.582080098
2525	7.581962783
2526	7.581855722
2527	7.581750682
2528	7.581599827
2529	7.58150409
2530	7.581413962
2531	7.581277306
2532	7.581171172
2533	7.581037272
2534	7.580893168
2535	7.580751869
2536	7.580647761
2537	7.580513834
2538	7.580326584
2539	7.580190902
2540	7.580041093
2541	7.579923192
2542	7.579782339
2543	7.579657229
2544	7.579579928
2545	7.579433848
2546	7.579308961
2547	7.579183541
2548	7.579050579
2549	7.578924745
2550	7.578804632
2551	7.578680999
2552	7.578552758
2553	7.578406308
2554	7.578259676
2555	7.57811741
2556	7.578015987
2557	7.577855221
2558	7.577736825
2559	7.577615203
2560	7.577502586
2561	7.577381757
2562	7.577257607
2563	7.577127714
2564	7.576989026
2565	7.576870941
2566	7.576758782
2567	7.576612055
2568	7.576498682
2569	7.57637072
2570	7.576249676
2571	7.576120566
2572	7.576022581
2573	7.575877637
2574	7.575771649
2575	7.575672995
2576	7.575541341
2577	7.575462601
2578	7.575288939
2579	7.575183696
2580	7.575075169
2581	7.574917602
2582	7.574778357
2583	7.57465309
2584	7.574500322
2585	7.574346071
2586	7.574232947
2587	7.574115164
2588	7.573979148
2589	7.573856257
2590	7.573709905
2591	7.573633764
2592	7.573499383
2593	7.573328979
2594	7.573204566
2595	7.573050135
2596	7.572922285
2597	7.57281361
2598	7.572671155
2599	7.572578851
2600	7.572417123
2601	7.572288484
2602	7.57214516
2603	7.572050335
2604	7.571905201
2605	7.571768751
2606	7.571646132
2607	7.571557235
2608	7.571421634
2609	7.571325902
2610	7.571173789
2611	7.571038344
2612	7.570906113
2613	7.57074718
2614	7.570636467
2615	7.57049429
2616	7.570336294
2617	7.570178621
2618	7.570045798
2619	7.569882055
2620	7.569697603
2621	7.569525418
2622	7.569385859
2623	7.569237308
2624	7.569114041
2625	7.568976364
2626	7.568797923
2627	7.568667475
2628	7.568531512
2629	7.568427959
2630	7.568278316
2631	7.568120231
2632	7.567992797
2633	7.567861947
2634	7.567748794
2635	7.567600528
2636	7.567436973
2637	7.567305
2638	7.567173028
2639	7.567046963
2640	7.5668748
2641	7.566778979
2642	7.566685187
2643	7.566549178
2644	7.566426515
2645	7.566302255
2646	7.566188605
2647	7.56602949
2648	7.565889132
2649	7.565759504
2650	7.565603383
2651	7.565444368
2652	7.565324479
2653	7.565223845
2654	7.565066108
2655	7.564925986
2656	7.564773186
2657	7.564630011
2658	7.564513952
2659	7.564408725
2660	7.564288729
2661	7.564121699
2662	7.564002914
2663	7.563888731
2664	7.56378746
2665	7.563665671
2666	7.563564821
2667	7.563391533
2668	7.563246949
2669	7.563125314
2670	7.562981866
2671	7.562832288
2672	7.562712683
2673	7.5625463
2674	7.562441485
2675	7.562318204
2676	7.562228932
2677	7.562120987
2678	7.561987048
2679	7.561855449
2680	7.56174282
2681	7.561628476
2682	7.56147273
2683	7.561352619
2684	7.561208917
2685	7.561040335
2686	7.560893195
2687	7.560780779
2688	7.560667124
2689	7.560536008
2690	7.560380902
2691	7.560248388
2692	7.560119048
2693	7.559988454
2694	7.559867357
2695	7.559705392
2696	7.559583251
2697	7.559424901
2698	7.559285738
2699	7.55917841
2700	7.559033976
2701	7.558942202
2702	7.558824345
2703	7.558676804
2704	7.558574222
2705	7.55843737
2706	7.558332143
2707	7.558214619
2708	7.558084812
2709	7.557951731
2710	7.557820334
2711	7.55771078
2712	7.557577496
2713	7.557470026
2714	7.557353979
2715	7.557241659
2716	7.557072251
2717	7.556923843
2718	7.556815378
2719	7.556660679
2720	7.556551042
2721	7.556432967
2722	7.55628826
2723	7.556150436
2724	7.556016803
2725	7.555898548
2726	7.55577501
2727	7.555667934
2728	7.555537578
2729	7.55541245
2730	7.555320893
2731	7.555166234
2732	7.555053456
2733	7.554928553
2734	7.554791329
2735	7.554663946
2736	7.554502928
2737	7.554347454
2738	7.554216874
2739	7.554090076
2740	7.553964953
2741	7.553865157
2742	7.553742033
2743	7.553625673
2744	7.553507544
2745	7.553396264
2746	7.553269841
2747	7.553124492
2748	7.55305104
2749	7.552880417
2750	7.552715842
2751	7.552584586
2752	7.552467085
2753	7.552324329
2754	7.552186144
2755	7.552042045
2756	7.551882582
2757	7.551757293
2758	7.551635991
2759	7.551543791
2760	7.551431361
2761	7.551317521
2762	7.551199663
2763	7.551077219
2764	7.550952527
2765	7.550826393
2766	7.550669929
2767	7.550502456
2768	7.550385729
2769	7.550273722
2770	7.550195035
2771	7.550042683
2772	7.549947469
2773	7.549823636
2774	7.549678734
2775	7.549561579
2776	7.549443347
2777	7.549317561
2778	7.549178345
2779	7.549058186
2780	7.548922386
2781	7.54880224
2782	7.548678795
2783	7.548535138
2784	7.548408022
2785	7.54822755
2786	7.548103377
2787	7.547988578
2788	7.547853105
2789	7.547707568
2790	7.547566303
2791	7.547438628
2792	7.547307008
2793	7.547179025
2794	7.547043339
2795	7.546913943
2796	7.54683157
2797	7.546703878
2798	7.546582765
2799	7.546414741
2800	7.546276171
2801	7.546165633
2802	7.54604928
2803	7.545941499
2804	7.545824634
2805	7.545717829
2806	7.545549708
2807	7.545423326
2808	7.545310969
2809	7.545168831
2810	7.545037427
2811	7.544921092
2812	7.544807216
2813	7.544644384
2814	7.54452327
2815	7.544378765
2816	7.544249806
2817	7.544093893
2818	7.543974554
2819	7.543856734
2820	7.543724797
2821	7.543587799
2822	7.54345171
2823	7.543308089
2824	7.543225189
2825	7.543123272
2826	7.542993878
2827	7.542878947
2828	7.542752512
2829	7.542638611
2830	7.542524711
2831	7.542401949
2832	7.542287996
2833	7.542150683
2834	7.542015365
2835	7.541851769
2836	7.541709628
2837	7.541576117
2838	7.541463075
2839	7.541341303
2840	7.541220574
2841	7.541104676
2842	7.540974961
2843	7.540855596
2844	7.540726841
2845	7.540573736
2846	7.540441337
2847	7.540293342
2848	7.540160603
2849	7.540038422
2850	7.539888431
2851	7.539779336
2852	7.539641443
2853	7.539526568
2854	7.539405884
2855	7.53927352
2856	7.539183016
2857	7.539073879
2858	7.538935419
2859	7.538787019
2860	7.538658861
2861	7.538525146
2862	7.538392701
2863	7.538285798
2864	7.53814696
2865	7.538014611
2866	7.537905044
2867	7.537771052
2868	7.537666929
2869	7.537532777
2870	7.537395445
2871	7.537256066
2872	7.537106225
2873	7.537004587
2874	7.536851737
2875	7.536730543
2876	7.536619612
2877	7.536472048
2878	7.536355678
2879	7.536221579
2880	7.536092567
2881	7.536002343
2882	7.535868817
2883	7.535764421
2884	7.535623622
2885	7.535501361
2886	7.535395435
2887	7.53525624
2888	7.53514895
2889	7.534993888
2890	7.534881016
2891	7.534742909
2892	7.534635484
2893	7.534474929
2894	7.534324396
2895	7.534206316
2896	7.534099875
2897	7.533954727
2898	7.533814785
2899	7.533665649
2900	7.533524522
2901	7.533406311
2902	7.533294368
2903	7.53316447
2904	7.533045014
2905	7.532891859
2906	7.532756007
2907	7.532650306
2908	7.532487419
2909	7.532361541
2910	7.5322633
2911	7.532176134
2912	7.532089038
2913	7.531964845
2914	7.531793283
2915	7.53169324
2916	7.531566779
2917	7.531387354
2918	7.531288839
2919	7.53111651
2920	7.531012179
2921	7.530895937
2922	7.530827761
2923	7.530692809
2924	7.530568912
2925	7.530445367
2926	7.530316517
2927	7.530192645
2928	7.530054874
2929	7.529942413
2930	7.529825378
2931	7.529692397
2932	7.529530085
2933	7.529417607
2934	7.52925845
2935	7.52911745
2936	7.52897755
2937	7.528860835
2938	7.528712152
2939	7.528577501
2940	7.528474194
2941	7.528379403
2942	7.528235994
2943	7.52811849
2944	7.528020556
2945	7.527843411
2946	7.527722047
2947	7.527611326
2948	7.527520557
2949	7.527396306
2950	7.527253862
2951	7.527138116
2952	7.526985121
2953	7.526843024
2954	7.52673806
2955	7.526609055
2956	7.526489691
2957	7.526377832
2958	7.526252193
2959	7.526130351
2960	7.526033103
2961	7.525915615
2962	7.525772245
2963	7.525656841
2964	7.525557383
2965	7.525452669
2966	7.525308554
2967	7.525183628
2968	7.525054508
2969	7.524927404
2970	7.524779858
2971	7.524655506
2972	7.524515905
2973	7.524373475
2974	7.524243449
2975	7.524092736
2976	7.523961428
2977	7.523847727
2978	7.523706693
2979	7.523581091
2980	7.52345419
2981	7.523327404
2982	7.523237951
2983	7.523134961
2984	7.523027576
2985	7.52290695
2986	7.522790572
2987	7.522663455
2988	7.522540864
2989	7.522406604
2990	7.522233841
2991	7.522091002
2992	7.521936751
2993	7.521803432
2994	7.52167003
2995	7.521568288
2996	7.521415113
2997	7.521253739
2998	7.521139808
2999	7.521026552
3000	7.520900849
3001	7.520768864
3002	7.520631258
3003	7.52052312
3004	7.520380743
3005	7.520252979
3006	7.520130491
3007	7.519976184
3008	7.51984091
3009	7.519690958
3010	7.519588832
3011	7.519480178
3012	7.51933617
3013	7.519251785
3014	7.519127822
3015	7.519042759
3016	7.518901238
3017	7.518769824
3018	7.518632508
3019	7.518485259
3020	7.518375691
3021	7.518214729
3022	7.518087389
3023	7.517945151
3024	7.517809426
3025	7.517676738
3026	7.517546885
3027	7.517419063
3028	7.517292287
3029	7.517169287
3030	7.517038559
3031	7.516920308
3032	7.516751468
3033	7.516662336
3034	7.516509824
3035	7.51640136
3036	7.516264282
3037	7.516146165
3038	7.515999095
3039	7.515868743
3040	7.515769688
3041	7.515684052
3042	7.515554657
3043	7.515409271
3044	7.515290385
3045	7.51515717
3046	7.515031261
3047	7.514905486
3048	7.514766501
3049	7.514654289
3050	7.514534372
3051	7.514401714
3052	7.514310892
3053	7.514176575
3054	7.514043261
3055	7.513940562
3056	7.513818071
3057	7.513675403
3058	7.513582287
3059	7.513467174
3060	7.513346178
3061	7.513210196
3062	7.513112979
3063	7.512977913
3064	7.512840346
3065	7.512704353
3066	7.512615096
3067	7.512495305
3068	7.512392728
3069	7.512256282
3070	7.512109515
3071	7.511990154
3072	7.511859486
3073	7.511730378
3074	7.511603388
3075	7.511481139
3076	7.511374824
3077	7.511247106
3078	7.511164399
3079	7.511036073
3080	7.510914104
3081	7.510741567
3082	7.51060236
3083	7.510503224
3084	7.51036179
3085	7.510228243
3086	7.510159903
3087	7.510043389
3088	7.509921598
3089	7.509776315
3090	7.509664278
3091	7.509567511
3092	7.509451829
3093	7.509322452
3094	7.509175491
3095	7.509032769
3096	7.508926659
3097	7.508786395
3098	7.508661879
3099	7.508569958
3100	7.508441791
3101	7.508303452
3102	7.508160744
3103	7.508009088
3104	7.50784729
3105	7.507703776
3106	7.507568913
3107	7.507425601
3108	7.507315274
3109	7.507195472
3110	7.507015442
3111	7.506887937
3112	7.506772618
3113	7.506675819
3114	7.506574824
3115	7.506477921
3116	7.506366789
3117	7.506210795
3118	7.506065385
3119	7.505934588
3120	7.505849876
3121	7.505730606
3122	7.505575445
3123	7.505474797
3124	7.505346011
3125	7.505246472
3126	7.505131343
3127	7.505001355
3128	7.504904433
3129	7.50479147
3130	7.504658745
3131	7.504539429
3132	7.504403744
3133	7.504250465
3134	7.504101656
3135	7.503967743
3136	7.503860463
3137	7.503727214
3138	7.503610682
3139	7.503507246
3140	7.50340931
3141	7.503270581
3142	7.503134328
3143	7.503018977
3144	7.502946247
3145	7.502822172
3146	7.502690593
3147	7.502535697
3148	7.502413204
3149	7.502276706
3150	7.502162798
3151	7.502054153
3152	7.501944133
3153	7.501777545
3154	7.501645563
3155	7.501522236
3156	7.501418315
3157	7.501294691
3158	7.501140674
3159	7.501024247
3160	7.500883145
3161	7.500754511
3162	7.500647063
3163	7.500497062
3164	7.500395621
3165	7.500304398
3166	7.500186401
3167	7.500030309
3168	7.499883405
3169	7.499751828
3170	7.499652428
3171	7.499499698
3172	7.499384362
3173	7.49925947
3174	7.499118294
3175	7.498998735
3176	7.498900816
3177	7.498781845
3178	7.498627798
3179	7.498525847
3180	7.498369094
3181	7.498266113
3182	7.498111631
3183	7.497957855
3184	7.497822145
3185	7.497716346
3186	7.497600046
3187	7.497517709
3188	7.497377795
3189	7.497268013
3190	7.497141993
3191	7.49701179
3192	7.496882723
3193	7.496728285
3194	7.496630338
3195	7.496514579
3196	7.496342931
3197	7.496212255
3198	7.496096945
3199	7.495962157
3200	7.495868399
3201	7.495769864
3202	7.495670852
3203	7.495546119
3204	7.495433679
3205	7.495306197
3206	7.495178997
3207	7.495056665
3208	7.49493064
3209	7.494778625
3210	7.494668528
3211	7.49455234
3212	7.494433488
3213	7.494313263
3214	7.494161074
3215	7.494039606
